Student ID,Study Hours per Week,Attendance Rate,Grades,Participation in Extracurricular Activities,Parent Education Level,Passed
S15531,6.6,74.7,55.5,No,High School,No
S15532,4.4,70.9,90,No,Doctorate,Yes
S15533,16.5,74.3,72.5,Yes,Doctorate,Yes
S15534,9,56.2,74.6,Yes,High School,No
S15535,13.5,57.4,100,No,High School,No
S15536,18.3,70.2,90.4,Yes,High School,Yes
S15537,9.4,90.4,59.3,No,Associate,No
S15538,12.2,66.4,36.1,No,Bachelor,No
S15539,11,89.3,57.6,Yes,Master,No
S15540,11,61.8,65.4,No,Associate,No
S15541,10.9,69.1,71.4,No,High School,Yes
S15542,2.9,76.6,73.8,No,Doctorate,Yes
S15543,2.8,66.3,70.3,Yes,Associate,Yes
S15544,6,57.1,53.4,No,Master,No
S15545,15.1,100,62.6,No,Bachelor,No
S15546,8.3,39.3,60.3,No,Bachelor,No
S15547,7.4,79.7,81.1,No,High School,Yes
S15548,9.2,93.1,60.6,Yes,Associate,No
S15549,10.1,74,49,No,Associate,No
S15550,18.8,43.6,48.1,No,Doctorate,No
S15551,4.1,59.2,69.9,Yes,Doctorate,No
S15552,7.5,100,51.7,No,Master,No
S15553,10.6,55.9,68.9,No,Doctorate,No
S15554,13.4,84,79.5,No,High School,Yes
S15555,15,57.5,42.7,Yes,Doctorate,No
S15556,4.8,70.3,50.7,Yes,Associate,No
S15557,5.2,74.9,44.5,No,Doctorate,No
S15558,13.4,100,30.6,Yes,Bachelor,No
S15559,7,60,51.5,No,Master,No
S15560,7,75.9,67.9,Yes,Master,No
S15561,14.7,51.7,79.3,No,Associate,No
S15562,16.7,100,82,Yes,Doctorate,Yes
S15563,8.5,41.2,55,Yes,Master,No
S15564,4.1,86.5,35.3,No,Associate,No
S15565,4.1,84.2,46.9,No,Bachelor,No
S15566,7.7,87.9,61.2,Yes,Bachelor,No
S15567,8.1,87.8,80.2,Yes,Bachelor,Yes
S15568,13.9,74.3,65.3,Yes,Bachelor,No
S15569,10.1,72,38.7,No,Bachelor,No
S15570,7.5,70.1,72.6,Yes,High School,Yes
S15571,9.4,58.1,55.7,Yes,Bachelor,No
S15572,4.8,78.3,94.5,Yes,Bachelor,Yes
S15573,15.1,64.9,53.9,No,Bachelor,No
S15574,6.1,78.2,90.5,No,Master,Yes
S15575,4.3,62.8,90.2,Yes,Doctorate,No
S15576,14.1,61.9,43.3,Yes,Doctorate,No
S15577,12.9,64.1,75.4,No,High School,No
S15578,1.4,100,59.6,No,Bachelor,No
S15579,14.3,47.5,82.5,No,Doctorate,No
S15580,6.3,100,71.1,No,Bachelor,Yes
S15581,8.1,90.4,67.8,No,Master,No
S15582,12.2,42.5,43.8,No,Bachelor,No
S15583,9.8,87.9,79.2,No,Doctorate,Yes
S15584,7.9,100,77.6,No,Associate,Yes
S15585,12.1,79.6,72.7,Yes,Master,Yes
S15586,9.4,99.4,50.9,No,Associate,No
S15587,19,78.7,50.5,Yes,Bachelor,No
S15588,12.9,94.4,55.1,No,Doctorate,No
S15589,10.2,90.5,57.3,No,Doctorate,No
S15590,16.5,71.9,59.3,No,High School,No
S15591,5.3,86.3,56.9,No,High School,No
S15592,4.7,60.9,81.6,No,Doctorate,No
S15593,11.3,43.5,77.5,Yes,Associate,No
S15594,12.7,38.9,87.4,Yes,Master,No
S15595,2,100,57,Yes,Master,No
S15596,6.4,67.9,59.8,No,Master,No
S15597,6.9,73.4,80,Yes,Doctorate,Yes
S15598,5.9,68.8,64.5,Yes,Bachelor,No
S15599,8.1,77.8,51.3,No,Bachelor,No
S15600,13.4,58.2,51.1,Yes,Bachelor,No
S15601,12.6,53,68.2,Yes,Associate,No
S15602,0.2,65.3,69.7,No,High School,No
S15603,4.7,80.6,65.7,No,High School,No
S15604,9.2,78.7,54.5,Yes,Associate,No
S15605,14.3,42.1,40.3,No,Bachelor,No
S15606,10.2,57.1,83.5,No,Associate,No
S15607,10.3,66.2,76.4,No,High School,Yes
S15608,11.2,100,89.1,Yes,High School,Yes
S15609,8.7,100,68.9,Yes,Bachelor,No
S15610,10.4,48,75.5,Yes,Associate,No
S15611,15.6,96.8,45.8,Yes,Bachelor,No
S15612,9.6,76.7,41.2,Yes,Doctorate,No
S15613,9.8,48.5,69.3,Yes,Doctorate,No
S15614,4.5,30.6,57.5,No,Master,No
S15615,6.7,63.1,87.5,No,High School,No
S15616,15.2,61.3,34.9,No,Doctorate,No
S15617,11.4,70.5,58.5,Yes,Master,No
S15618,21.7,78,66.7,Yes,High School,No
S15619,10.4,76,92.8,No,Doctorate,Yes
S15620,11.8,100,100,Yes,Master,Yes
S15621,8.1,68.1,60.8,No,Master,No
S15622,5.7,57.7,79.8,No,Associate,No
S15623,10.8,76.6,85.2,Yes,High School,Yes
S15624,5.3,100,66.4,No,High School,No
S15625,19.4,47.7,68.7,Yes,Master,No
S15626,10.4,83.1,81.7,Yes,Doctorate,Yes
S15627,9.9,84.1,61.2,Yes,Associate,No
S15628,18.2,80.9,80.8,No,Master,Yes
S15629,11,77.6,60.5,Yes,High School,No
S15630,14.6,70.1,86.4,No,High School,Yes
S15631,12.7,67.9,43.7,Yes,Master,No
S15632,12,74.1,58.5,No,High School,No
S15633,14.9,96.8,45.8,No,Associate,No
S15634,12.6,84.2,79.7,Yes,Bachelor,Yes
S15635,14.3,54.1,94.1,Yes,Associate,No
S15636,10.8,84.9,83.1,Yes,Associate,Yes
S15637,6.7,50.2,76.6,Yes,High School,No
S15638,2,91.1,74.8,No,Master,Yes
S15639,5.4,63.6,46.2,Yes,Doctorate,No
S15640,5.3,93.2,48.4,Yes,Associate,No
S15641,7.5,53.5,41.6,Yes,High School,No
S15642,17.8,100,68.6,Yes,High School,No
S15643,9.2,100,60.9,No,Master,No
S15644,11.4,100,83.5,Yes,Master,Yes
S15645,17.9,65.9,70.1,No,Associate,Yes
S15646,7.1,64,63.7,Yes,Bachelor,No
S15647,9.5,78,42.1,No,Doctorate,No
S15648,15.7,47.6,65.9,No,Master,No
S15649,16.7,76.5,61.8,Yes,Doctorate,No
S15650,16.2,71.3,57.2,No,Bachelor,No
S15651,9.1,100,38.9,No,Doctorate,No
S15652,15.9,80.5,75.1,No,Doctorate,Yes
S15653,12.4,100,49.9,No,Bachelor,No
S15654,6.3,65.8,34.4,Yes,Master,No
S15655,9,60.5,72.8,No,High School,No
S15656,8.3,58.8,85.6,Yes,Associate,No
S15657,14.5,65.8,65.7,No,Bachelor,No
S15658,9.6,60.1,79.3,No,Master,No
S15659,11.9,85.3,78.3,No,Master,Yes
S15660,13.3,100,67.3,Yes,Doctorate,No
S15661,6.1,75.3,45.8,No,Doctorate,No
S15662,11.9,81.2,75.8,Yes,Bachelor,Yes
S15663,12.2,100,59.6,Yes,Bachelor,No
S15664,5.9,100,100,No,Associate,Yes
S15665,15.1,53.1,78.9,Yes,Associate,No
S15666,15.1,66.2,50.5,No,Bachelor,No
S15667,8.2,100,74.5,Yes,Associate,Yes
S15668,15.5,100,74.3,Yes,Associate,Yes
S15669,13.5,100,66.6,No,High School,No
S15670,13.3,52.7,79.9,Yes,Associate,No
S15671,14.9,89.5,63.6,No,Doctorate,No
S15672,5,78.7,80.6,No,High School,Yes
S15673,11,100,58.6,Yes,Doctorate,No
S15674,11.9,100,83.6,Yes,Associate,Yes
S15675,7.9,87.6,83.1,No,High School,Yes
S15676,9.7,22,58.5,Yes,Master,No
S15677,1.1,31.9,50.2,No,Associate,No
S15678,13.9,72.1,57.9,Yes,Master,No
S15679,9.9,63.9,73,No,High School,No
S15680,10.2,84.3,55.7,No,Associate,No
S15681,15.5,99.9,56.4,No,Master,No
S15682,10,54.9,56.8,Yes,Doctorate,No
S15683,11,58.1,69.6,Yes,Bachelor,No
S15684,3.8,56.6,43.1,No,Associate,No
S15685,3.7,49.6,67.3,No,Master,No
S15686,5.3,58.6,94.3,No,Doctorate,No
S15687,4.8,100,79.5,Yes,High School,Yes
S15688,9.1,72.5,100,No,Doctorate,Yes
S15689,8.2,73.7,65.4,No,Doctorate,No
S15690,10,83,29.4,Yes,Bachelor,No
S15691,5.5,50.9,102.4,Yes,Bachelor,No
S15692,7.6,88.4,86.3,No,Associate,Yes
S15693,7.1,62.4,83.8,Yes,Master,No
S15694,8.4,72.3,71.6,No,High School,Yes
S15695,5.2,27.3,70.3,Yes,Bachelor,No
S15696,14.3,81,85.7,Yes,Doctorate,Yes
S15697,11.5,90.2,72,No,Master,Yes
S15698,18.2,56.6,64.7,No,Bachelor,No
S15699,8.2,75.3,79.7,Yes,Master,Yes
S15700,8,100,59,Yes,Bachelor,No
S15701,8.4,64.5,72.2,No,Doctorate,No
S15702,6.7,86.8,63.8,Yes,Associate,No
S15703,11.4,45.6,69,Yes,Associate,No
S15704,10.1,76.5,64.4,Yes,Bachelor,No
S15705,16.3,64.5,54.2,Yes,Bachelor,No
S15706,15.8,93.4,74.7,No,Master,Yes
S15707,12.8,77.9,56.3,Yes,High School,No
S15708,13.8,69.6,48.6,No,Associate,No
S15709,13.8,62,61.2,Yes,Associate,No
S15710,7.1,97,80,No,Bachelor,Yes
S15711,12,69.5,80.1,Yes,Bachelor,Yes
S15712,13.1,84,46.3,Yes,Bachelor,No
S15713,5,65.7,61.9,Yes,Associate,No
S15714,8.6,46.5,69.8,No,Master,No
S15715,0.9,50.4,86,Yes,Associate,No
S15716,9.1,82.3,54.8,No,Doctorate,No
S15717,3.2,100,53.9,No,Doctorate,No
S15718,9.4,100,58.9,Yes,High School,No
S15719,15.8,58.8,37.7,No,High School,No
S15720,10.3,59.6,83.2,Yes,Bachelor,No
S15721,14.7,66.2,73.8,No,High School,Yes
S15722,7,98.1,34.7,Yes,High School,No
S15723,6,84.7,79.9,No,Bachelor,Yes
S15724,11.8,100,59.2,Yes,Doctorate,No
S15725,4.1,56.9,67.1,No,Bachelor,No
S15726,6,85.1,58.9,Yes,Associate,No
S15727,17.8,76,64.6,No,High School,No
S15728,5.4,83.6,49.7,No,Doctorate,No
S15729,14.7,98,59.5,No,Associate,No
S15730,10,61.1,72.1,Yes,Master,No
S15731,11.5,54,63.3,No,Master,No
S15732,2.7,74.2,50.4,No,High School,No
S15733,2,44,70.1,Yes,Doctorate,No
S15734,12.8,68.7,63.8,Yes,High School,No
S15735,4.7,36.5,58.5,Yes,Bachelor,No
S15736,3.3,100,83.7,No,Doctorate,Yes
S15737,18,59,55.6,Yes,Bachelor,No
S15738,12,81.4,69.3,Yes,High School,No
S15739,10.7,53.5,64.6,No,Associate,No
S15740,17.4,51,85.5,No,Associate,No
S15741,10.7,72,63.3,No,High School,No
S15742,11.1,81.7,75,Yes,Bachelor,Yes
S15743,10.7,78,50.6,Yes,High School,No
S15744,12.8,66.2,66.3,No,High School,No
S15745,7.5,88.4,70.4,Yes,High School,Yes
S15746,8.9,79.6,50.9,Yes,Master,No
S15747,11.4,21.5,48.5,No,Master,No
S15748,9.4,85.4,32,No,Bachelor,No
S15749,17.5,52.8,80,No,Bachelor,No
S15750,14.9,100,76.2,Yes,High School,Yes
S15751,10.9,100,81.6,No,Doctorate,Yes
S15752,3.5,79.5,34.6,Yes,Associate,No
S15753,16.3,11.7,63.3,No,Associate,No
S15754,9.1,63.8,66.2,No,Bachelor,No
S15755,1.2,100,78.9,Yes,Bachelor,Yes
S15756,7.5,100,59.2,No,Bachelor,No
S15757,3.6,78.5,65.4,Yes,Bachelor,No
S15758,8.1,89.8,49,Yes,Associate,No
S15759,12.4,52.9,76.2,Yes,Associate,No
S15760,7,42.5,72.9,Yes,Associate,No
S15761,5.7,81.5,57.9,No,Bachelor,No
S15762,15.1,87.3,80.4,No,High School,Yes
S15763,8.3,93.1,37.4,Yes,High School,No
S15764,9.4,58,65.2,No,Associate,No
S15765,5.1,77.3,74.5,No,Doctorate,Yes
S15766,12.3,75.7,68.8,Yes,High School,No
S15767,11.1,52.8,72.7,No,Doctorate,No
S15768,8.2,96.7,53.7,No,Doctorate,No
S15769,8.8,100,62,Yes,Bachelor,No
S15770,13.1,82.7,51.2,No,Associate,No
S15771,14.6,100,84.5,No,Associate,Yes
S15772,9.4,65.3,89.4,No,Associate,Yes
S15773,8.5,60.4,52.9,No,Associate,No
S15774,6.1,67.9,77.1,No,High School,Yes
S15775,4.3,99.1,49.3,No,High School,No
S15776,13.4,78.4,56.9,No,Bachelor,No
S15777,8.6,87.6,82.7,No,Master,Yes
S15778,5.6,35.2,75.5,No,Doctorate,No
S15779,17.8,90.6,59.1,Yes,Bachelor,No
S15780,16.5,86.3,70.1,No,Doctorate,Yes
S15781,18.1,54.6,82.2,Yes,High School,No
S15782,13.4,91,86.8,Yes,Bachelor,Yes
S15783,9.9,100,53.3,No,High School,No
S15784,18.1,60.9,33.8,Yes,High School,No
S15785,6.6,36.3,47.9,Yes,High School,No
S15786,7,100,69,Yes,Doctorate,No
S15787,12.6,60.3,72.9,Yes,Doctorate,No
S15788,6.2,90.5,64,Yes,Master,No
S15789,2,72.8,74.8,Yes,High School,Yes
S15790,12.4,86.6,56,Yes,Bachelor,No
S15791,2.4,65,58.7,Yes,High School,No
S15792,16.1,83.1,71.1,Yes,High School,Yes
S15793,11.9,24.1,76.5,No,High School,No
S15794,11.4,51.4,66.8,No,Bachelor,No
S15795,7.3,61.6,49.4,No,Associate,No
S15796,8.2,44.5,61.6,No,Doctorate,No
S15797,2.4,68.6,51.5,Yes,Associate,No
S15798,11.3,100,66.9,No,Associate,No
S15799,10.2,76.3,69.2,No,Master,No
S15800,5.3,77.6,83.5,No,Master,Yes
S15801,13,94.6,66.9,No,Doctorate,No
S15802,13.5,75.8,58,Yes,Master,No
S15803,7.6,70.6,59.9,Yes,Bachelor,No
S15804,18,76.1,69.1,Yes,Bachelor,No
S15805,9,98.6,66.9,No,Master,No
S15806,7.5,64.6,47.7,Yes,High School,No
S15807,13.2,11,90.7,No,High School,No
S15808,3.7,84,50.6,Yes,Bachelor,No
S15809,14.6,83.7,71.4,No,Associate,Yes
S15810,3.5,62.6,59.2,No,Associate,No
S15811,13.2,69.6,59.8,No,Bachelor,No
S15812,6.8,100,43.5,Yes,Master,No
S15813,12.4,84.1,69.3,Yes,Bachelor,No
S15814,14.5,100,37.5,Yes,Associate,No
S15815,5.5,89.2,71.5,Yes,High School,Yes
S15816,6.4,82.4,47.6,No,Associate,No
S15817,15.6,70.4,92.5,No,Master,Yes
S15818,4.3,64.3,75,Yes,Bachelor,No
S15819,17.3,85.4,59.2,Yes,Bachelor,No
S15820,6.5,88,72.7,Yes,High School,Yes
S15821,7.8,62.9,59.7,No,Bachelor,No
S15822,14.5,78,65.9,No,Doctorate,No
S15823,11.7,78.7,76.6,Yes,Bachelor,Yes
S15824,10.7,100,71.3,No,Master,Yes
S15825,16.4,87.8,52,Yes,Doctorate,No
S15826,11.1,46.6,69.6,Yes,High School,No
S15827,9.4,68.3,52.9,Yes,Bachelor,No
S15828,15.7,53.3,66.1,Yes,High School,No
S15829,16.2,87,54.9,No,High School,No
S15830,8.8,68.2,78.8,No,Associate,Yes
S15831,5,94.1,73.5,Yes,High School,Yes
S15832,3.2,100,57.9,Yes,Master,No
S15833,4.7,97.3,77.7,Yes,High School,Yes
S15834,3.8,77.3,55.2,No,Doctorate,No
S15835,3.6,67.1,62.5,Yes,Master,No
S15836,10.7,82.9,70.1,No,High School,Yes
S15837,8.2,83.4,51.8,Yes,Associate,No
S15838,12.9,96.6,68.8,Yes,High School,No
S15839,3.6,72.6,38.4,No,High School,No
S15840,8.5,44.4,84.1,Yes,Master,No
S15841,7.9,82.8,96.5,Yes,Bachelor,Yes
S15842,11.6,81.3,70.6,Yes,Associate,Yes
S15843,10.8,36.3,53.8,No,Bachelor,No
S15844,14,25.6,88.9,Yes,Master,No
S15845,0.7,99.6,53.3,Yes,Doctorate,No
S15846,9.8,98.2,56,No,Doctorate,No
S15847,7.3,100,66.6,Yes,High School,No
S15848,8,70.5,68.8,No,Bachelor,No
S15849,17.1,39.4,73.4,Yes,High School,No
S15850,10,77,69.8,No,Master,No
S15851,5.2,75.8,50.9,No,Bachelor,No
S15852,5.2,100,66.1,No,Bachelor,No
S15853,8.7,56.1,48.1,Yes,Associate,No
S15854,11.2,57.3,41.2,No,Bachelor,No
S15855,10.6,100,71.8,No,Doctorate,Yes
S15856,5.8,52,65.4,Yes,Master,No
S15857,7.9,100,60.4,No,Associate,No
S15858,4.3,83.6,90.7,No,Master,Yes
S15859,7.7,77,68.4,No,Bachelor,No
S15860,13,61,97.9,No,High School,No
S15861,9,59,63.3,No,Bachelor,No
S15862,7.9,42.7,68.8,Yes,Associate,No
S15863,3.4,68.8,28.6,Yes,Associate,No
S15864,16.6,80.2,49.9,No,Bachelor,No
S15865,22.8,69.3,75.8,Yes,Master,Yes
S15866,11.9,100,56.3,No,Associate,No
S15867,9.7,68.6,55.3,Yes,Associate,No
S15868,5.4,80.5,67.2,No,Associate,No
S15869,0.6,51.8,54.8,No,Master,No
S15870,16.4,98.7,86.2,Yes,Doctorate,Yes
S15871,15.6,59.8,62,Yes,High School,No
S15872,11.2,62,98.3,No,High School,No
S15873,7.1,100,70.1,Yes,Master,Yes
S15874,8.2,58.1,50.1,No,High School,No
S15875,6.4,67.9,83.9,No,Bachelor,Yes
S15876,10.1,88.8,66.1,No,Doctorate,No
S15877,7.2,77.8,79.6,No,Associate,Yes
S15878,10.5,78.3,57.4,Yes,Doctorate,No
S15879,2.6,97,94.3,Yes,Master,Yes
S15880,8.9,96.8,61.5,Yes,Master,No
S15881,4.5,76,53.1,Yes,Bachelor,No
S15882,2,54.8,76.4,Yes,High School,No
S15883,12.8,71.2,65.6,Yes,Associate,No
S15884,2.9,52.9,49.6,No,Doctorate,No
S15885,18.9,100,89.2,No,Doctorate,Yes
S15886,2.8,37.3,27.6,No,Associate,No
S15887,7.7,78.2,48.6,No,High School,No
S15888,9.3,94.4,55.7,No,Master,No
S15889,10.5,73.6,63.2,No,Bachelor,No
S15890,6.9,82.6,46.5,No,Bachelor,No
S15891,16.4,68.9,73.3,No,Associate,Yes
S15892,2.5,94.8,49.5,No,Bachelor,No
S15893,4.3,61.6,57.2,Yes,Master,No
S15894,12.4,95.5,70.3,No,Doctorate,Yes
S15895,4.2,78.6,89.5,Yes,Doctorate,Yes
S15896,4,90.1,56.6,No,High School,No
S15897,10.6,54.8,56.6,No,Associate,No
S15898,4.7,83.5,76.6,No,Associate,Yes
S15899,9.3,85.7,64.3,No,Associate,No
S15900,6.5,100,65.1,Yes,Master,No
S15901,10.7,62.4,67.7,Yes,High School,No
S15902,9.2,64.2,62.9,No,Doctorate,No
S15903,7.4,64.6,96.1,Yes,Doctorate,No
S15904,9,57.8,42.1,Yes,Doctorate,No
S15905,9.3,77.7,61.2,Yes,Bachelor,No
S15906,11,79.4,64.9,Yes,Bachelor,No
S15907,6.4,68.5,44,No,High School,No
S15908,0.8,86.4,54.1,No,Associate,No
S15909,8.9,100,54,Yes,Bachelor,No
S15910,14.2,77.6,65.8,No,Master,No
S15911,12.4,60.3,89.3,Yes,Doctorate,No
S15912,5.1,55.1,74.2,No,Master,No
S15913,6,72.5,77.5,Yes,Associate,Yes
S15914,5,90.1,69.3,No,Bachelor,No
S15915,13,69.1,51.3,Yes,High School,No
S15916,11.3,100,65.4,No,High School,No
S15917,11.3,58.9,61.4,No,Associate,No
S15918,21.8,53,60.6,No,Associate,No
S15919,11.6,94,73.1,Yes,Associate,Yes
S15920,2.7,81.5,85.6,Yes,Associate,Yes
S15921,8.6,88.9,63.9,Yes,High School,No
S15922,9.4,44.5,85.2,Yes,High School,No
S15923,6.4,78.6,66.9,No,Associate,No
S15924,11.5,84.2,71.2,Yes,High School,Yes
S15925,7.3,55.9,79.5,No,Associate,No
S15926,14.8,76.6,94.7,Yes,High School,Yes
S15927,13.4,95.9,61,Yes,Master,No
S15928,14.8,63,48.5,No,Master,No
S15929,2.2,55.2,42.1,Yes,High School,No
S15930,6.7,94.6,50.5,No,Bachelor,No
S15931,3,100,73.9,No,High School,Yes
S15932,7.9,68.6,54.6,Yes,Bachelor,No
S15933,5.5,54.7,72.8,No,High School,No
S15934,14.6,72.5,87.1,No,Master,Yes
S15935,12.6,61,94.3,Yes,Associate,No
S15936,6.4,84.5,53.8,Yes,Associate,No
S15937,8.1,96.8,85.6,No,Bachelor,Yes
S15938,9.6,83.3,68.9,No,High School,No
S15939,13.5,91.4,72.9,Yes,Associate,Yes
S15940,8.7,100,46.9,No,Associate,No
S15941,1.1,100,76.9,No,Master,Yes
S15942,16.5,62.4,58.8,Yes,High School,No
S15943,17.8,99.2,64.7,No,Associate,No
S15944,11,85.5,81.5,Yes,Doctorate,Yes
S15945,20.1,100,89.9,Yes,High School,Yes
S15946,13,82.1,68,Yes,Doctorate,No
S15947,2.8,88,78.1,Yes,Associate,Yes
S15948,6.9,76.6,64.9,No,Associate,No
S15949,9.2,77.8,84.8,Yes,Bachelor,Yes
S15950,5.6,87.7,42.6,No,Master,No
S15951,8.1,83.4,74.2,Yes,Master,Yes
S15952,3.2,54.1,59.4,Yes,Doctorate,No
S15953,10,85.2,74.5,Yes,Doctorate,Yes
S15954,11.2,70.1,63.5,No,Associate,No
S15955,10.3,56.3,22.5,No,Master,No
S15956,5.9,69.6,83.4,Yes,Master,Yes
S15957,1.9,53.7,36.4,Yes,High School,No
S15958,10.3,67,49.4,No,Associate,No
S15959,8.7,100,72.1,No,Doctorate,Yes
S15960,9.3,72,79.9,No,Master,Yes
S15961,4,100,71.8,No,High School,Yes
S15962,18.4,83.8,83,No,High School,Yes
S15963,12.2,72.2,77.1,No,Associate,Yes
S15964,8.7,61.1,40.6,Yes,Master,No
S15965,12.4,68.5,56.3,Yes,Bachelor,No
S15966,6.3,92.4,62.7,Yes,Associate,No
S15967,18.3,65.8,41.7,No,High School,No
S15968,16.2,69.8,60.3,No,Associate,No
S15969,15.8,85.5,80.2,No,Master,Yes
S15970,9.6,37.7,78.5,Yes,Associate,No
S15971,6.5,49.2,67,Yes,Bachelor,No
S15972,5,72.3,71.7,No,High School,Yes
S15973,5.3,85.7,48.4,No,Master,No
S15974,6.6,70.4,39.5,No,Master,No
S15975,4.4,64.9,64.9,No,Bachelor,No
S15976,3.2,55.3,45,Yes,Associate,No
S15977,4.8,93.3,31.5,Yes,Master,No
S15978,10.3,100,60.3,Yes,Master,No
S15979,12.8,49,52.9,Yes,Master,No
S15980,9.7,88.8,70.6,Yes,High School,Yes
S15981,3.5,86,72.9,No,High School,Yes
S15982,12.5,91.9,71.3,Yes,Doctorate,Yes
S15983,5,91.5,61.3,No,Associate,No
S15984,13.2,64.9,58.5,No,Associate,No
S15985,4.2,71.4,46.6,Yes,High School,No
S15986,6.6,78.3,63.6,No,High School,No
S15987,8.2,54.9,75.9,Yes,Associate,No
S15988,13.4,95.6,62.8,No,Doctorate,No
S15989,10.9,25.5,66.7,Yes,Master,No
S15990,10.1,100,68.5,No,High School,No
S15991,19.4,41.4,63,Yes,Associate,No
S15992,0.8,97,54.8,Yes,Bachelor,No
S15993,4.8,79.3,64.6,Yes,Associate,No
S15994,1.1,76.9,73.3,No,Master,Yes
S15995,6.4,80.3,96.9,Yes,Doctorate,Yes
S15996,13.4,50.2,66.6,No,High School,No
S15997,7,77.9,71.7,Yes,Bachelor,Yes
S15998,8.3,100,54.5,No,Doctorate,No
S15999,1.4,100,66.5,Yes,High School,No
S16000,6,92.1,49.7,Yes,Associate,No
S16001,7.7,80.2,44.1,No,Bachelor,No
S16002,13.2,93.5,49.1,Yes,Master,No
S16003,1.6,89.1,65.2,Yes,Doctorate,No
S16004,7.7,52.5,39.5,Yes,Bachelor,No
S16005,15.4,56.7,68.9,No,High School,No
S16006,7.8,87.7,65.9,No,High School,No
S16007,13.7,100,60.2,No,Associate,No
S16008,14.3,76.3,76.3,Yes,Associate,Yes
S16009,1.3,73.7,52.9,No,High School,No
S16010,17.6,50.9,84.5,No,Doctorate,No
S16011,7.5,68.1,59.6,Yes,Master,No
S16012,6.5,56.9,34.7,Yes,Master,No
S16013,14.7,50.7,16.4,No,Doctorate,No
S16014,9.5,48.4,60.5,No,Doctorate,No
S16015,5.3,40.5,81.7,No,Doctorate,No
S16016,2.7,29.9,60.2,No,High School,No
S16017,12.1,65.9,56.2,Yes,Master,No
S16018,16.9,78.9,72.6,Yes,Doctorate,Yes
S16019,9.3,71.3,47.1,No,High School,No
S16020,18.8,70.9,52.9,Yes,Associate,No
S16021,9.7,100,78.3,No,High School,Yes
S16022,8.1,100,71,Yes,Doctorate,Yes
S16023,3.5,39.9,79.2,Yes,Associate,No
S16024,11.9,53.4,94.8,Yes,Master,No
S16025,9.4,100,33.8,Yes,High School,No
S16026,1.9,70.2,39.7,Yes,High School,No
S16027,15.1,61.4,59,No,Bachelor,No
S16028,1.1,87.1,72.6,No,Bachelor,Yes
S16029,9.1,59.7,64.6,Yes,High School,No
S16030,11.3,61.2,45.6,Yes,Associate,No
S16031,18.8,100,35.3,Yes,Master,No
S16032,10.3,93.8,94.7,Yes,Doctorate,Yes
S16033,13.9,74.3,68.7,Yes,Master,No
S16034,3.5,53.8,97.6,No,Associate,No
S16035,9.2,94.5,57.4,No,Bachelor,No
S16036,20.6,64.1,69.3,Yes,Master,No
S16037,6.6,77.3,91,No,Master,Yes
S16038,10.9,97.5,75,No,Doctorate,Yes
S16039,6,72.5,55.6,No,Bachelor,No
S16040,7.6,63.9,79.5,Yes,Associate,No
S16041,9.3,34.1,56.5,No,Doctorate,No
S16042,3.4,97.7,76.8,Yes,Master,Yes
S16043,2.4,60.9,51.2,Yes,High School,No
S16044,21,71.8,74,No,High School,Yes
S16045,12.2,100,40.2,No,Bachelor,No
S16046,6.1,76,57.2,Yes,Bachelor,No
S16047,17.3,64.4,72.1,Yes,Associate,No
S16048,12.3,57.3,49.2,Yes,Bachelor,No
S16049,20.1,75.1,52.7,No,Associate,No
S16050,11.3,90.2,67.7,Yes,High School,No
S16051,7.9,75.7,76.2,Yes,Associate,Yes
S16052,7.4,64.9,67,Yes,Doctorate,No
S16053,9.5,85.1,92.4,Yes,High School,Yes
S16054,9.3,79.2,46.8,No,Associate,No
S16055,7.4,66.9,20.6,No,Master,No
S16056,6.1,69.5,73.2,Yes,Bachelor,Yes
S16057,10,63.3,58.1,No,Associate,No
S16058,1.9,72.6,82.6,Yes,Doctorate,Yes
S16059,10.7,72.9,62,Yes,Doctorate,No
S16060,0.7,92.9,72.9,No,High School,Yes
S16061,13.3,53.8,83,No,Associate,No
S16062,5,67.1,53.7,No,High School,No
S16063,11.6,100,55.7,No,Master,No
S16064,6,58.4,74.7,Yes,High School,No
S16065,15.5,92,58.6,Yes,Bachelor,No
S16066,19,72,56.8,Yes,Doctorate,No
S16067,7.6,100,63.2,Yes,Bachelor,No
S16068,3.1,64.3,75.6,No,Doctorate,No
S16069,6,95,65.7,No,Bachelor,No
S16070,9.3,88.6,67,Yes,Bachelor,No
S16071,11.3,74.9,58.7,Yes,High School,No
S16072,15.4,77.4,57.9,No,Associate,No
S16073,13.2,84.7,63,No,Associate,No
S16074,12.9,66.9,72.8,No,Master,Yes
S16075,11,44.9,57.4,No,Master,No
S16076,16.4,61,65.7,Yes,Doctorate,No
S16077,8.4,98.3,82,Yes,High School,Yes
S16078,8.5,74.4,81.4,Yes,Doctorate,Yes
S16079,0.5,66.6,49.6,No,Bachelor,No
S16080,15.3,45.5,100,Yes,Bachelor,No
S16081,24.7,70.9,57.7,No,Bachelor,No
S16082,8,96.7,37,Yes,Associate,No
S16083,10.4,88.6,78.1,No,High School,Yes
S16084,4.5,100,51.1,Yes,Master,No
S16085,11.8,77.4,66.6,No,Associate,No
S16086,10.2,72.3,44,No,High School,No
S16087,8.5,100,44.5,No,High School,No
S16088,5.5,60.9,61.7,No,Master,No
